word,frequency
abstainers,1.5928641378084412
abstaining,2.2460766515837847
abstains,1.7689553968641223
abstention,2.136932182158717
abstentions,1.5928641378084412
abstinence,2.9545919738260342
abstinent,1.8938941334724222
abstract,3.3410521648146414
abstracted,1.8938941334724222
abstracting,1.5928641378084412
abstraction,2.4959541248003845
abstractionist,1.5928641378084412
abstractions,2.0699853925281033
abstractly,1.7689553968641223
abstracts,2.1949241291364032
abstruse,1.8938941334724222
absurd,3.9873158186346576
absurdist,1.5928641378084412
absurdities,2.136932182158717
absurdity,2.8103480820223474
absurdly,2.4959541248003845
abt,2.3710153881920846
abu,3.41240807335031
abulia,1.5928641378084412
abundance,2.9545919738260342
abundant,2.7689553968641225
abundantly,2.634256822966666
abuse,4.011165429128186
abused,3.6573221270353597
abuser,2.522283063522734
abusers,2.3710153881920846
abuses,2.7068074901152777
abusing,3.084225831642714
abusive,3.2161134282063415
abusiveness,1.5928641378084412
abut,2.136932182158717
abutment,2.136932182158717
abutments,1.5928641378084412
abuts,1.7689553968641223
abutting,1.5928641378084412
abuzz,1.7689553968641223
abysmal,2.634256822966666
abysmally,1.5928641378084412
abyss,3.2508755344655533
abyssal,1.5928641378084412
abysses,1.7689553968641223
abyssinia,2.2460766515837847
abyssinian,2.29183414214446
abyssus,1.9908041464804787
ac,3.3371571209311175
acacia,2.2460766515837847
academe,1.7689553968641223
academes,1.5928641378084412
academia,2.4057774944512964
academic,3.6702320430925974
academically,2.3710153881920846
academician,1.5928641378084412
academics,2.848136642911747
academies,2.1949241291364032
academy,4.093923400026193
acadia,1.8938941334724222
acanthus,1.5928641378084412
acapulco,3.2109122345205336
acc,2.2460766515837847
accademia,1.5928641378084412
accadian,1.5928641378084412
accede,2.1949241291364032
acceded,1.5928641378084412
accelerant,2.754232140043416
accelerate,3.1113780776863287
accelerated,2.9908041464804787
accelerates,2.0699853925281033
accelerating,2.9545919738260342
acceleration,2.9450466559198034
accelerator,3.136932182158717
accelerators,1.9908041464804787
accent,4.085624526835279
accented,1.5928641378084412
accents,3.062686153786604
accentuate,2.5705877430972888
accentuated,1.7689553968641223
accentuates,1.9908041464804787
accentuating,1.5928641378084412
accept,4.72207049555597
acceptable,3.7231979063034473
acceptance,3.501349156687091
acceptances,1.7689553968641223
acceptant,1.5928641378084412
accepted,4.196008510428623
accepting,3.6078044876013777
accepts,3.3212179198296696
access,4.5002754985830276
accessed,3.1894612334349013
accesses,1.7689553968641223
accessibility,1.7689553968641223
accessible,3.0477089978169514
accessing,3.0242279019674285
accession,2.136932182158717
accessories,3.1783248673169417
accessorise,1.5928641378084412
accessorize,2.5705877430972888
accessorized,1.7689553968641223
accessorizing,2.136932182158717
accessory,3.4620958575394174
accident,4.909568177508477
accidental,3.479354862980923
accidentally,3.9450466559198034
accidentals,1.5928641378084412
accidently,2.3710153881920846
accidents,3.824588521136958
acclaim,2.653561978162053
acclaimed,2.614053436878379
acclaims,1.7689553968641223
acclamation,1.5928641378084412
acclimate,2.2460766515837847
acclimated,2.333226827302685
acclimates,1.5928641378084412
acclimating,1.8938941334724222
acclimatization,1.5928641378084412
acclimatize,1.5928641378084412
acclimatized,1.7689553968641223
accolade,1.5928641378084412
accolades,2.29183414214446
accommodate,3.333226827302685
accommodated,2.0699853925281033
accommodates,1.8938941334724222
accommodating,2.860035866211455
accommodation,2.9820302221729738
accommodations,3.226332593388028
accommodative,1.5928641378084412
accomodate,2.136932182158717
accompanied,3.3171400074092303
accompanier,1.5928641378084412
accompanies,2.437962177822698
accompaniment,2.4959541248003845
accompanist,2.333226827302685
accompanists,1.5928641378084412
accompany,3.677440415742772
accompanying,2.973075379520047
accompli,2.2460766515837847
accomplice,3.6282938759929895
accomplices,3.062686153786604
accomplish,3.7675053304688895
accomplished,3.8772948716529605
accomplishes,2.1949241291364032
accomplishing,2.7231979063034473
accomplishment,3.2786058764107047
accomplishments,3.2056479945281766
accord,3.2161134282063415
accordable,1.5928641378084412
accordance,3.2056479945281766
accorded,2.1949241291364032
according,4.621435390500979
accordingly,3.2649619957441587
accordion,3.124343054850696
accordions,1.8938941334724222
accords,2.29183414214446
accost,1.8938941334724222
accosted,2.8359021864947356
accosting,1.9908041464804787
accosts,1.5928641378084412
account,4.649959427421108
accountability,2.6897741508164974
accountable,3.155157002264916
accountancy,1.8938941334724222
accountant,3.791521224762864
accountants,3.0400221691506606
accounted,3.4821658403147513
accounting,3.6554461220366044
accounts,4.020187924165688
accoutered,1.5928641378084412
accoutre,1.5928641378084412
accoutred,1.7689553968641223
accoutrement,2.136932182158717
accoutrements,2.136932182158717
accra,1.9908041464804787
accreditation,2.29183414214446
accredited,2.522283063522734
accrediting,1.5928641378084412
accrete,1.5928641378084412
accrual,1.7689553968641223
accrue,1.9908041464804787
accrued,2.437962177822698
accrues,1.5928641378084412
accruing,1.7689553968641223
accumulate,2.7689553968641225
accumulated,2.8938941334724224
accumulates,2.3710153881920846
accumulating,2.5705877430972888
accumulation,2.437962177822698
accumulations,1.5928641378084412
accumulative,1.8938941334724222
accumulator,1.5928641378084412
accuracy,3.1783248673169417
accurate,3.894978514764642
accurately,3.062686153786604
accursed,2.8233130591867153
accusation,3.4501966342397097
accusations,3.479354862980923
accusatory,1.8938941334724222
accuse,3.7557271311303673
accused,4.115959976061009
accuser,2.4959541248003845
accusers,2.2460766515837847
accuses,2.7969841204643657
accusing,3.694954663320278
accustom,2.136932182158717
accustomed,3.4679254012001413
ace,4.1680519827361024
aced,2.8938941334724224
acentric,1.5928641378084412
acerbic,1.9908041464804787
aces,3.599330180057673
acetabulum,1.7689553968641223
acetaminophen,2.0699853925281033
acetate,2.136932182158717
acetates,1.5928641378084412
acetic,1.5928641378084412
acetone,2.2460766515837847
acetyl,1.7689553968641223
acetylcholine,2.1949241291364032
acetylene,2.672045383856066
acetylsalicylic,1.9908041464804787
ach,2.882898749170959
achar,1.5928641378084412
ache,3.3990441117923282
ached,2.522283063522734
acher,1.7689553968641223
acheron,2.7068074901152777
aches,3.1839287448349403
achievable,1.7689553968641223
achieve,3.8658654098721787
achieved,3.634256822966666
achievement,3.544687173124353
achievements,3.0400221691506606
achiever,2.4057774944512964
achievers,2.29183414214446
achieves,2.522283063522734
achieving,2.87161773876127
achilles,3.3562921313713785
achiness,1.5928641378084412
aching,3.3171400074092303
achingly,1.7689553968641223
achondroplasia,1.7689553968641223
achoo,2.0699853925281033
achy,2.672045383856066
acid,3.9985519244812187
acidemia,1.7689553968641223
acidic,2.3710153881920846
acidity,2.333226827302685
acidizing,1.5928641378084412
acidophilus,1.8938941334724222
acidosis,2.2460766515837847
acidotic,1.9908041464804787
acids,2.9253025977240465
acing,1.9908041464804787
ack,2.7689553968641225
ackee,1.5928641378084412
acker,2.2460766515837847
acknowledge,3.7887637902176747
acknowledged,3.2961555159271025
acknowledgement,2.634256822966666
acknowledgements,1.9908041464804787
acknowledges,2.437962177822698
acknowledging,2.860035866211455
acknowledgment,2.7231979063034473
acknowledgments,1.5928641378084412
aclu,2.634256822966666
acme,3.1047474987873156
acne,2.9639320000801774
acnes,1.5928641378084412
acolyte,2.1949241291364032
acolytes,2.136932182158717
acoma,1.8938941334724222
aconitum,1.9908041464804787
acorn,2.87161773876127
acorns,2.592864137808441
acoustic,2.9908041464804787
acoustical,2.136932182158717
acoustically,1.5928641378084412
acoustics,2.653561978162053
acquaint,2.614053436878379
acquaintance,3.729584704964848
acquaintances,3.0321968316387036
acquaintanceship,1.9908041464804787
acquainted,3.6573221270353597
acquainting,1.7689553968641223
acquiesce,1.8938941334724222
acquiesced,2.0699853925281033
acquiescence,2.0699853925281033
acquiescent,1.5928641378084412
acquiescing,1.7689553968641223
acquire,3.4253730505146773
acquired,3.651669624484348
acquirer,1.5928641378084412
acquires,2.2460766515837847
acquiring,2.9352868186306473
acquisition,3.16689540553616
acquisitions,2.8233130591867153
acquisitive,1.8938941334724222
acquisitiveness,1.5928641378084412
acquit,2.6897741508164974
acquittal,2.87161773876127
acquittals,1.5928641378084412
acquitted,3.1894612334349013
acquitting,2.136932182158717
acre,3.2649619957441587
acreage,2.653561978162053
acres,3.662902004416196
acrid,1.7689553968641223
acrimonious,2.1949241291364032
acrimony,2.3710153881920846
acrobat,2.7831958359787325
acrobatic,2.4057774944512964
acrobatics,2.3710153881920846
acrobats,2.592864137808441
acromegalia,2.333226827302685
acromion,1.7689553968641223
acronym,2.4959541248003845
acronyms,2.1949241291364032
acrophobia,2.333226827302685
acropolis,2.136932182158717
across,4.973256297865468
acrylic,2.672045383856066
acrylics,1.8938941334724222
act,5.0373773441424845
acta,1.5928641378084412
acted,4.031406486594552
actg,1.5928641378084412
actin,3.0321968316387036
acting,4.719320251240245
actings,1.5928641378084412
actinic,1.5928641378084412
action,4.785431591144986
actionable,2.437962177822698
actioner,1.5928641378084412
actions,4.08492574232104
activate,3.6702320430925974
activated,3.6362264158295705
activates,2.522283063522734
activating,2.9450466559198034
activation,2.9352868186306473
activator,1.9908041464804787
active,4.05899000822664
actively,2.9253025977240465
actives,1.5928641378084412
activism,2.29183414214446
activist,2.999404318242396
activists,2.5705877430972888
activities,3.9352868186306473
activity,4.110060035758416
acton,2.4057774944512964
actor,4.4202334108622665
actors,4.101393856779728
actory,1.5928641378084412
actress,4.204587445815783
actresses,3.3562921313713785
acts,4.09597357447981
actu,1.5928641378084412
actual,4.2387774128422855
actualisation,1.7689553968641223
actualised,1.5928641378084412
actualities,1.5928641378084412
actuality,2.6897741508164974
actualization,1.8938941334724222
actualize,1.7689553968641223
actually,5.507735955348492
actuals,1.7689553968641223
actuarial,2.29183414214446
actuarially,1.5928641378084412
actuaries,1.5928641378084412
actuary,2.1949241291364032
actuate,1.5928641378084412
actuated,1.8938941334724222
actuating,1.5928641378084412
actuation,1.5928641378084412
actuator,1.7689553968641223
actuators,1.7689553968641223
acuity,2.4679254012001413
acumen,2.1949241291364032
acupressure,2.136932182158717
acupuncture,2.87161773876127
acupuncturist,2.29183414214446
acupuncturists,1.7689553968641223
acute,3.470811089437629
acutely,2.4679254012001413
acuteness,1.5928641378084412
acyclovir,1.5928641378084412
ad,4.133818946734574
adage,2.8103480820223474
adages,1.5928641378084412
adagio,2.4057774944512964
adam,4.5685256709895
adamant,2.999404318242396
adamantine,1.5928641378084412
adamantly,1.7689553968641223
adamas,1.5928641378084412
adams,3.964855049273356
adance,1.5928641378084412
adapt,3.422167910639466
adaptability,2.1949241291364032
adaptable,2.547106647247766
adaptation,3.2056479945281766
adaptations,1.8938941334724222
adapted,3.0477089978169514
adapter,2.3710153881920846
adapting,2.7389921734866793
adaption,1.5928641378084412
adaptive,2.3710153881920846
adaptor,1.9908041464804787
adaptors,1.5928641378084412
adapts,1.8938941334724222
adar,1.8938941334724222
adc,2.1949241291364032
add,4.518949224733586
added,3.98468106142169
addenda,1.7689553968641223
addendum,2.4959541248003845
addendums,1.9908041464804787
adder,3.161065861875436
adders,1.7689553968641223
addict,3.729584704964848
addicted,3.6573221270353597
addicting,1.8938941334724222
addiction,3.592864137808441
addictions,2.634256822966666
addictive,3.0552621357073972
addictiveness,1.7689553968641223
addicts,3.3212179198296696
adding,3.605701362513613
addio,1.9908041464804787
addis,2.333226827302685
addison,3.255621969490015
addition,3.8895293280699725
additional,3.7704006377383035
additionally,2.522283063522734
additions,2.3710153881920846
additive,2.3710153881920846
additives,2.333226827302685
addle,2.2460766515837847
addled,2.3710153881920846
addlepated,1.7689553968641223
addling,1.5928641378084412
addr,1.7689553968641223
address,4.717857157834336
addressed,3.5818687535069778
addressee,2.136932182158717
addresser,1.7689553968641223
addresses,3.5040217465484176
addressing,3.3252578976314098
adds,3.597185511591084
adduce,1.5928641378084412
adduced,1.5928641378084412
adductor,1.5928641378084412
ade,2.4959541248003845
adelante,1.5928641378084412
aden,2.136932182158717
adenia,1.5928641378084412
adenine,1.7689553968641223
adenocarcinoma,1.5928641378084412
adenoid,2.0699853925281033
adenoidal,1.5928641378084412
adenoids,2.3710153881920846
adenoma,1.5928641378084412
adenopathy,1.5928641378084412
adenosine,2.136932182158717
adept,2.8233130591867153
adeptness,1.5928641378084412
adepts,1.7689553968641223
adequacy,1.5928641378084412
adequate,3.4156857831115457
adequately,2.7389921734866793
adeste,1.8938941334724222
adhere,2.7689553968641225
adhered,2.136932182158717
adherence,2.29183414214446
adherent,1.8938941334724222
adherents,1.5928641378084412
adheres,1.8938941334724222
adhering,2.29183414214446
adhesion,2.136932182158717
adhesions,2.1949241291364032
adhesive,2.973075379520047
adhesives,1.5928641378084412
adiabatic,1.5928641378084412
adieu,3.2695577474333075
adieus,1.5928641378084412
adios,3.495954124800385
adipocere,2.136932182158717
adipose,1.9908041464804787
adiposity,1.5928641378084412
adjacencies,1.5928641378084412
adjacent,3.130683232881715
adjective,2.7068074901152777
adjectives,2.7068074901152777
adjoined,1.5928641378084412
adjoining,3.0552621357073972
adjoins,2.0699853925281033
adjoints,1.5928641378084412
adjourn,3.1179089448452864
adjourned,3.691507863625498
adjourning,1.7689553968641223
adjournment,2.3710153881920846
adjourns,1.7689553968641223
adjudge,1.5928641378084412
adjudged,1.8938941334724222
adjudicate,2.0699853925281033
adjudicated,2.136932182158717
adjudicating,1.5928641378084412
adjudication,2.29183414214446
adjudicator,1.9908041464804787
adjunct,2.1949241291364032
adjure,1.5928641378084412
adjust,3.751226629903691
adjustability,1.5928641378084412
adjustable,2.522283063522734
adjusted,3.260317090698395
adjuster,2.614053436878379
adjusters,2.1949241291364032
adjusting,3.3781939728192083
adjustment,3.4932312664649112
adjustments,3.1491666385757284
adjustor,1.9908041464804787
adjusts,2.29183414214446
adjutant,2.9545919738260342
adjutants,1.5928641378084412
adjuvant,1.5928641378084412
adm,2.9820302221729738
admin,2.653561978162053
administer,3.226332593388028
administered,3.1783248673169417
administerial,1.5928641378084412
administering,2.6897741508164974
administers,2.136932182158717
administrate,1.7689553968641223
administrates,1.5928641378084412
administration,3.880665867738667
administrations,2.522283063522734
administrative,3.2109122345205336
administrator,3.2212530678587528
administrators,2.5705877430972888
adminstration,1.5928641378084412
admirable,3.4189389405092676
admirably,2.634256822966666
admiral,4.219204505183484
admirals,2.7689553968641225
admiralty,2.8359021864947356
admiration,3.3252578976314098
admire,4.150972439438991
admired,3.56599199140814
admirer,3.4736777300892325
admirers,2.9908041464804787
admires,2.7231979063034473
admiring,3.444122486527516
admissibility,1.9908041464804787
admissible,2.87161773876127
admission,3.5519055301295346
admissions,3.3410521648146414
admit,4.77184108510161
admits,3.3171400074092303
admittance,2.8359021864947356
admittances,1.7689553968641223
admitted,3.962079995218584
admittedly,2.973075379520047
admittee,1.5928641378084412
admittible,1.5928641378084412
admitting,3.4904912290988825
admixture,1.5928641378084412
admonish,1.9908041464804787
admonished,1.9908041464804787
admonishing,1.7689553968641223
admonishments,1.5928641378084412
admonition,2.0699853925281033
admonitions,1.5928641378084412
adnexa,1.5928641378084412
adnexal,1.7689553968641223
ado,3.1839287448349403
adobe,2.6897741508164974
adolescence,2.9450466559198034
adolescences,1.5928641378084412
adolescent,3.2695577474333075
adolescents,2.7689553968641225
adolf,3.136932182158717
adolph,2.9253025977240465
adonai,2.547106647247766
adonis,2.614053436878379
adopt,3.6702320430925974
adoptable,1.5928641378084412
adopted,3.9263114123051914
adopter,1.5928641378084412
adopting,3.077163977155227
adoption,3.672045383856066
adoptions,2.1949241291364032
adoptive,2.7831958359787325
adopts,2.3710153881920846
adorability,1.5928641378084412
adorable,4.022616417810849
adorableness,1.5928641378084412
adorably,1.7689553968641223
adoration,2.7831958359787325
adore,3.88843123777092
adored,3.392204687262023
adorers,1.5928641378084412
adores,3.255621969490015
adoring,2.848136642911747
adoringly,1.8938941334724222
adorn,2.2460766515837847
adorned,2.2460766515837847
adorning,1.7689553968641223
adornment,1.9908041464804787
adornments,1.7689553968641223
adorns,1.8938941334724222
adrenal,2.522283063522734
adrenalectomy,1.7689553968641223
adrenalin,2.754232140043416
adrenaline,3.5197208467581333
adrenals,1.9908041464804787
adrenochrome,2.136932182158717
adriatic,2.2460766515837847
adrift,3.007837485779259
adroit,2.136932182158717
adroitly,1.8938941334724222
adroitness,1.5928641378084412
adrop,1.5928641378084412
ads,3.705133906225712
adulation,2.4679254012001413
adult,4.155157002264916
adulterant,1.5928641378084412
adulterate,1.5928641378084412
adulterated,1.5928641378084412
adulterating,1.5928641378084412
adulterer,2.614053436878379
adulterers,2.1949241291364032
adulteress,2.437962177822698
adulterize,1.5928641378084412
adulterous,2.547106647247766
adultery,3.29183414214446
adulthood,2.87161773876127
adults,3.98114300126808
adust,1.5928641378084412
adv,1.5928641378084412
advance,4.203524300898321
advanced,3.946972576955842
advancement,3.098014116128347
advancements,2.2460766515837847
advances,3.465020410556734
advancing,3.1783248673169417
advantage,4.343372532659787
advantaged,1.7689553968641223
advantageous,2.614053436878379
advantages,3.4532021443794347
advent,2.6897741508164974
adventist,2.653561978162053
adventists,2.1949241291364032
adventure,4.1281582578512115
adventurer,2.87161773876127
adventurers,2.3710153881920846
adventures,3.5590058705474736
adventuresome,1.8938941334724222
adventuress,2.3710153881920846
adventuring,1.9908041464804787
adventurist,1.5928641378084412
adventurous,3.0911746915980416
adventurousness,1.5928641378084412
adverb,2.333226827302685
adverbial,1.8938941334724222
adverbs,2.0699853925281033
adversarial,2.4057774944512964
adversaries,2.7969841204643657
adversary,3.1839287448349403
adverse,2.860035866211455
adversely,2.3710153881920846
adversities,1.8938941334724222
adversity,3.0321968316387036
advert,2.437962177822698
adverted,1.5928641378084412
advertently,1.5928641378084412
advertise,3.2212530678587528
advertised,3.016110011745249
advertisement,3.084225831642714
advertisements,2.7068074901152777
advertiser,2.2460766515837847
advertisers,2.6897741508164974
advertises,2.1949241291364032
advertising,3.87161773876127
adverts,1.9908041464804787
advice,4.680645555617984
advices,1.8938941334724222
advisable,2.9046179988641954
advise,4.08632218880363
advised,3.719968936173249
advisedly,2.0699853925281033
advisee,2.437962177822698
advisees,2.653561978162053
advisement,2.8938941334724224
adviser,3.0242279019674285
advisers,2.437962177822698
advises,2.6897741508164974
advising,3.130683232881715
advisor,3.6459425812918607
advisories,1.7689553968641223
advisors,3.1179089448452864
advisory,3.007837485779259
advocaat,1.8938941334724222
advocacy,2.4959541248003845
advocate,3.3487389934809326
advocated,2.5705877430972888
advocates,2.547106647247766
advocating,2.547106647247766
ae,2.6897741508164974
aedes,1.5928641378084412
aegean,2.592864137808441
aegis,2.0699853925281033
aegisthus,2.1949241291364032
aeneas,1.9908041464804787
aeolian,1.5928641378084412
aeon,2.7068074901152777
aeons,1.5928641378084412
aer,1.7689553968641223
aerate,1.5928641378084412
aerating,1.5928641378084412
aeration,1.5928641378084412
aerial,3.405777494451297
aerialist,1.5928641378084412
aerials,2.29183414214446
aerie,1.5928641378084412
aeries,1.5928641378084412
aero,2.0699853925281033
aerobatics,1.5928641378084412
aerobic,2.29183414214446
aerobically,1.7689553968641223
aerobics,3.1949241291364037
aerodromes,1.5928641378084412
aerodynamic,2.653561978162053
aerodynamically,1.8938941334724222
aerodynamics,2.522283063522734
aerodyne,1.8938941334724222
aeroelastic,1.7689553968641223
aerofoils,1.5928641378084412
aeron,1.5928641378084412
aeronautical,2.4057774944512964
aeronautics,2.29183414214446
aeroplane,3.1491666385757284
aeroplanes,2.29183414214446
aerosol,2.4679254012001413
aerosolized,1.8938941334724222
aerosols,1.5928641378084412
aerospace,3.0400221691506606
aery,1.5928641378084412
aeschylus,1.9908041464804787
aesir,1.7689553968641223
aesop,2.4679254012001413
aesthete,2.136932182158717
aesthetes,1.5928641378084412
aesthetic,2.8359021864947356
aesthetically,2.4057774944512964
aesthetics,2.4959541248003845
aet,2.0699853925281033
af,2.848136642911747
afar,3.0699853925281038
afb,1.7689553968641223
afd,1.7689553968641223
afeard,2.3710153881920846
afeared,2.0699853925281033
afebrile,1.9908041464804787
afer,1.5928641378084412
aff,2.2460766515837847
affa,1.9908041464804787
affability,1.9908041464804787
affable,2.136932182158717
affably,1.7689553968641223
affair,4.468793122731368
affaire,1.5928641378084412
affaires,1.8938941334724222
affairs,4.165735740008921
affect,4.046946408539531
affectation,2.1949241291364032
affectations,1.7689553968641223
affected,3.8309102409372366
affectedly,1.5928641378084412
affecting,3.4091054378002243
affection,3.9273178889593723
affectionate,3.3562921313713785
affectionately,2.7969841204643657
affections,3.084225831642714
affective,1.9908041464804787
affectless,1.5928641378084412
affects,3.6810002265089925
affenpinscher,1.5928641378084412
affianced,1.8938941334724222
affiant,1.5928641378084412
affiche,1.5928641378084412
afficionado,1.5928641378084412
affidavit,3.2961555159271025
affidavits,2.7969841204643657
affiliate,2.4959541248003845
affiliated,2.9046179988641954
affiliates,2.547106647247766
affiliation,2.7068074901152777
affiliations,2.4679254012001413
affinity,2.7689553968641225
affirm,2.547106647247766
affirmation,2.7389921734866793
affirmations,2.333226827302685
affirmative,3.6756495081248914
affirmatively,1.8938941334724222
affirmed,2.1949241291364032
affirming,1.8938941334724222
affirms,1.7689553968641223
affix,2.136932182158717
affixed,1.5928641378084412
afflatus,1.5928641378084412
afflict,1.9908041464804787
afflicted,3.1113780776863287
afflicting,2.136932182158717
affliction,3.077163977155227
afflictions,2.2460766515837847
afflictive,1.5928641378084412
afflicts,1.8938941334724222
affluence,2.1949241291364032
affluent,2.4959541248003845
afford,4.647285662270978
affordability,1.5928641378084412
affordable,2.8233130591867153
afforded,2.7389921734866793
affording,2.2460766515837847
affords,2.4679254012001413
affright,1.7689553968641223
affront,2.7831958359787325
affronted,1.7689553968641223
afghan,2.7689553968641225
